70,107
70,112
71,66
71,107
71,112
71,116
72,66
72,107
72,112
72,116
73,66
73,107
73,116
74,6
74,33
74,24
74,82
74,112
74,119
75,24
75,82
75,77
75,107
75,112
75,116
75,120
76,0
76,66
76,8
76,33
76,24
76,64
76,82
76,77
76,107
76,112
76,116
76,119
76,120
76,144
76,149
76,22
76,120
77,5
77,33
77,24
77,82
77,107
77,112
77,116
77,119
77,120
77,149
78,0
78,5
78,33
78,24
78,82
78,77
78,107
79,0
79,4
79,6
79,8
79,31
79,33
79,24
79,62
79,64
79,81
79,82
79,107
79,110
79,112
79,117
79,118
79,119
79,120
79,143
79,144
79,149
79,150
79,151
79,157
79,158
79,22
79,163
79,164
79,160
79,89
80,0
80,4
80,31
80,52
80,81
80,89
80,118
80,120
80,121
80,160
80,199
80,1
80,5
80,6
80,7
80,8
80,10
80,33
80,34
80,24
80,54
80,62
80,64
80,79
80,81
80,82
80,86
80,107
80,111
80,112
80,117
80,119
80,120
80,143
80,144
80,149
80,150
80,151
80,152
80,155
80,156
80,157
80,158
80,159
80,160
80,161
80,22
80,163
80,153
80,113
81,33
81,24
81,112
81,118
81,89
82,0
82,31
82,24
82,118
82,119
82,120
82,160
82,89
83,24
83,82
83,89
83,119
83,120
84,24
84,82
84,89
84,120
85,31
85,32
85,24
85,82
85,117
85,119
85,120
85,149
85,22
86,0
86,4
86,6
86,7
86,31
86,33
86,24
86,64
86,79
86,81
86,82
86,108
86,111
86,112
86,118
86,119
86,120
86,138
86,158
86,159
86,164
86,199
86,160
87,0
87,31
87,32
87,24
87,82
87,110
87,119
87,120
87,149
87,22
87,120
88,7
88,8
88,31
88,33
88,24
88,81
88,82
88,112
88,118
88,119
88,144
88,160
89,31
89,33
89,24
89,82
89,120
90,91
90,102
91,102
92,91
92,102
93,100
93,102
94,102
96,91
96,100
96,102
96,77
96,104
97,102
98,92
98,96
98,97
98,100
98,102
98,77
99,21
99,102
100,93
100,96
100,102
100,77
101,91
101,92
101,102
102,95
102,100
102,77
103,102
104,91
104,100
104,102
104,77
105,91
105,100
105,102
19,91
19,100
19,101
19,102
19,77
106,77
21,102
23,95
23,100
23,102
23,77
107,33
107,52
107,24
108,31
108,32
108,33
108,52
108,24
108,54
108,82
108,119
108,120
108,143
108,155
108,159
109,108
109,119
109,159
110,4
110,31
110,33
110,24
110,79
110,82
110,119
110,159
111,33
111,81
111,118
111,119
112,33
112,24
112,118
112,119
113,24
113,119
113,120
113,121
114,24
114,120
115,24
115,108
116,64
116,107
117,31
117,33
117,82
117,120
117,22
118,24
119,4
119,33
119,52
119,24
119,64
119,118
119,120
119,108
120,0
120,4
120,31
120,32
120,24
120,64
120,81
120,82
120,110
120,112
120,117
120,119
120,144
120,157
120,22
120,160
120,11
120,82
122,4
122,31
122,32
122,129
122,33
122,24
122,54
122,114
122,118
122,119
122,158
122,159
123,4
123,122
123,33
123,24
123,54
123,64
123,81
123,108
123,112
123,118
123,119
123,143
123,151
123,159
123,22
125,124
125,132
125,133
125,131
126,123
126,124
127,124
127,137
128,123
128,124
129,124
129,33
130,52
130,24
130,132
130,133
130,134
130,133
131,122
131,129
131,33
131,52
131,24
131,54
131,64
131,108
131,119
131,132
131,133
131,135
131,159
131,134
132,52
132,24
132,112
132,118
132,119
132,133
132,131
132,133
133,122
133,33
133,52
133,24
133,130
133,81
133,112
133,118
133,119
133,143
133,132
133,151
133,159
133,22
133,131
133,134
135,54
135,136
137,4
137,31
137,32
137,122
137,129
137,33
137,52
137,24
137,54
137,81
137,112
137,118
137,119
137,158
137,159
74,6
74,31
74,24
74,82
74,119
74,140
9,140
139,5
139,24
139,82
139,107
139,112
139,116
139,118
139,119
139,140
139,22
140,0
140,5
140,31
140,33
140,24
140,64
140,82
140,107
140,112
140,114
140,116
140,119
140,120
140,149
140,22
140,120
141,0
141,33
141,24
141,79
141,82
141,117
141,120
141,149
141,120
142,141
142,24
142,112
142,141
143,4
143,7
143,8
143,31
143,33
143,24
143,62
143,64
143,79
143,81
143,82
143,108
143,110
143,112
143,118
143,119
143,120
143,151
143,152
143,158
143,163
143,164
143,160
144,4
144,31
144,32
144,33
144,52
144,24
144,54
144,62
144,82
144,112
144,114
144,119
144,120
144,149
145,0
145,5
145,31
145,24
145,64
145,82
145,107
145,110
145,112
145,116
145,119
145,120
145,149
145,120
146,107
146,112
146,116
147,0
147,24
147,82
147,107
147,112
147,116
147,149
148,31
148,24
148,54
148,62
148,81
148,82
148,112
148,117
148,119
148,158
148,159
148,22
149,33
149,112
150,4
150,33
150,52
150,24
150,81
150,112
150,118
150,119
150,158
151,8
151,31
151,33
151,52
151,24
151,54
151,62
151,64
151,81
151,82
151,108
151,112
151,114
151,118
151,119
151,120
151,152
151,155
151,158
151,159
152,4
152,31
152,32
152,33
152,24
152,54
152,62
152,109
152,112
152,118
152,119
152,158
152,159
153,33
153,52
153,81
153,118
153,119
153,151
153,159
154,118
155,24
155,108
155,119
156,33
156,24
156,118
156,119
157,31
157,24
157,81
157,82
157,144
157,22
158,4
158,10
158,31
158,32
158,33
158,34
158,52
158,24
158,54
158,62
158,64
158,82
158,108
158,109
158,110
158,112
158,114
158,119
158,144
158,151
158,156
158,159
158,161
158,22
158,120
158,153
159,31
159,32
159,33
159,52
159,24
159,54
159,64
159,82
159,114
159,118
159,119
159,120
159,158
159,161
159,32
160,31
160,33
160,24
160,82
160,118
160,119
160,120
160,22
161,24
161,107
161,116
161,149
161,159
22,4
22,31
22,24
22,82
22,112
22,117
22,157
22,120
162,24
163,31
163,24
163,82
163,118
163,119
163,120
163,22
166,165
167,165
168,165
169,165
170,165
171,165
172,165
173,165
174,165
175,165
176,165
177,165
178,165
2,0
12,0
165,0
13,0
14,0
179,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
180,0
181,165
182,165
183,165
184,165
185,165
186,165
187,165
188,165
189,165
190,165
191,165
192,165
193,165
194,165
195,4
195,24
195,144
196,52
196,24
196,121
197,165
198,165
199,89
