Order,Weight
0.0,0.10486780852079391
1.0,0.10573162883520126
2.0,0.10545149445533752
3.0,0.10473078489303589
4.0,0.10374850779771805
5.0,0.10371740162372589
6.0,0.10514798760414124
7.0,0.10492479801177979
8.0,0.10070768743753433
9.0,0.06097191572189331
