filter_flags_decoder.c,49,10,15,1,24,23,15,52,58,38,110,400,0.06,16.67,6666.67,0.13,370.37,4,2,0,2,0,3,0.13,1,0,0,0.06,0
filter_flags_encoder.c,59,14,14,1,31,24,14,70,80,38,150,545,0.05,20,10900,0.18,605.56,6,3,0,3,0,4,0.13,1,0,0,0.07,0
find-font-iconv.c,166,18,0,0,148,101,23,258,344,124,602,2901,0.03,33.33,96700,0.97,5372.22,24,12,11,11,1,11,0.07,1.09,11,1,0.07,0
find-font-unix.c,84,1,17,1,66,62,12,112,132,74,244,1050,0.09,11.11,11666.67,0.35,648.15,10,5,16,2,1,5,0.08,2.5,16,3.2,0.06,0
find-font-windows.c,294,55,1,0,238,153,33,516,660,186,1176,6145,0.02,50,307250,2.05,17069.44,52,26,47,21,2,24,0.1,1.24,47,1.96,0.08,0
find-font.c,401,88,5,0,308,146,33,720,988,179,1708,8860,0.01,100,886000,2.95,49222.22,100,50,97,39,0,51,0.17,1.28,97,1.9,0.13,0
flv-mux.c,277,47,24,1,206,163,25,559,654,188,1213,6351,0.02,50,317550,2.12,17641.67,28,14,101,10,1,14,0.07,1.4,101,7.21,0.05,0
flv-output.c,286,40,18,1,228,138,20,450,573,158,1023,5179,0.03,33.33,172633.33,1.73,9590.74,30,15,64,14,2,14,0.06,1.07,64,4.57,0.05,0
fork.c,41,0,35,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,0,0,0,0.02,0
format-conversion.c,326,35,18,1,273,76,23,655,731,99,1386,6368,0.01,100,636800,2.12,35377.78,34,17,25,2,1,17,0.06,8.5,25,1.47,0.05,0
frontend-tools.c,48,7,0,0,41,16,5,28,53,21,81,246,0.23,4.35,1069.57,0.08,59.42,0,0,10,0,0,1,0.02,0,10,10,0.02,0
ftl-stream.c,1183,210,44,1,929,474,40,1916,2401,514,4317,26947,0.01,100,2694700,8.98,149705.56,302,151,237,135,26,125,0.13,1.12,237,1.9,0.11,0
funchook.c,284,57,8,0,219,98,32,568,763,130,1331,6478,0.01,100,647800,2.16,35988.89,70,35,29,31,6,30,0.14,1.13,29,0.97,0.11,0
gain-filter.c,99,17,0,0,82,64,17,144,194,81,338,1485,0.05,20,29700,0.5,1650,6,3,13,1,0,4,0.05,3,13,3.25,0.04,0
game-capture.c,2075,343,19,0,1713,750,42,3839,4620,792,8459,56460,0.01,100,5646000,18.82,313666.67,494,247,505,222,43,203,0.12,1.11,505,2.49,0.1,0
get-graphics-offsets.c,47,7,0,0,40,50,13,106,105,63,211,874,0.07,14.29,12485.71,0.29,693.65,2,1,19,1,0,2,0.05,1,19,9.5,0.04,0
github_commits.c,203,32,11,2,160,97,23,288,385,120,673,3221,0.03,33.33,107366.67,1.07,5964.82,38,19,56,18,1,19,0.12,1.06,56,2.95,0.09,0
gl-capture.c,919,155,7,0,757,403,29,1517,1913,432,3430,20814,0.02,50,1040700,6.94,57816.67,214,107,247,103,8,100,0.13,1.04,247,2.47,0.11,0
gl-helpers.c,171,16,18,1,137,91,22,359,397,113,756,3573,0.02,50,178650,1.19,9925,62,31,33,27,3,29,0.21,1.15,33,1.14,0.17,0
gl-indexbuffer.c,120,9,16,1,95,56,17,180,206,73,386,1656,0.04,25,41400,0.55,2300,18,9,14,6,0,10,0.11,1.5,14,1.4,0.08,0
gl-shader.c,768,141,18,1,609,291,32,1504,1993,323,3497,20204,0.01,100,2020400,6.73,112244.44,238,119,171,108,20,99,0.16,1.1,171,1.73,0.13,0
gl-shaderparser.c,684,75,44,1,565,249,26,1599,2101,275,3700,20782,0.01,100,2078200,6.93,115455.56,272,136,220,118,38,99,0.18,1.15,220,2.22,0.14,0
gl-stagesurf.c,238,38,19,1,181,105,21,382,476,126,858,4149,0.03,33.33,138300,1.38,7683.33,52,26,53,26,0,27,0.15,1,53,1.96,0.11,0
gl-subsystem.c,1422,262,41,1,1119,585,36,2429,2984,621,5413,34812,0.01,100,3481200,11.6,193400,402,201,263,190,28,170,0.15,1.06,263,1.55,0.12,0
gl-texture2d.c,254,39,16,1,199,118,23,512,649,141,1161,5745,0.02,50,287250,1.92,15958.33,68,34,56,34,1,34,0.17,1,56,1.65,0.13,0
gl-texturecube.c,129,11,16,1,102,79,23,246,288,102,534,2469,0.03,33.33,82300,0.82,4572.22,28,14,21,13,0,15,0.15,1.08,21,1.4,0.12,0
gl-vertexbuffer.c,280,38,16,1,226,114,25,543,713,139,1256,6197,0.02,50,309850,2.07,17213.89,102,51,45,46,4,48,0.21,1.11,45,0.94,0.17,0
gl-windows.c,595,87,27,1,481,215,23,916,1207,238,2123,11617,0.02,50,580850,3.87,32269.44,124,62,129,62,4,56,0.12,1,129,2.3,0.09,0
gl-x11.c,615,64,61,2,490,227,27,922,1091,254,2013,11146,0.02,50,557300,3.72,30961.11,126,63,48,59,9,50,0.1,1.07,48,0.96,0.08,0
gl-zstencil.c,82,1,16,1,65,46,16,107,137,62,244,1007,0.05,20,20140,0.34,1118.89,22,11,15,11,1,10,0.15,1,15,1.5,0.12,0
glad.c,7351,28,0,0,7323,8238,28,24608,20701,8266,45309,408682,0.02,50,2.04E+07,136.23,1135227.78,560,280,3479,277,1,280,0.04,1.01,3479,12.43,0.04,0
glad_glx.c,703,31,0,0,672,586,27,1725,1696,613,3421,21957,0.03,33.33,731900,7.32,40661.11,110,55,239,53,1,55,0.08,1.04,239,4.35,0.08,0
glad_wgl.c,634,30,2,0,602,547,24,1574,1517,571,3091,19619,0.03,33.33,653966.67,6.54,36331.48,96,48,222,46,1,48,0.08,1.04,222,4.63,0.08,0
global.c,109,0,71,1,38,30,5,79,58,35,137,487,0.15,6.67,3246.67,0.16,180.37,0,0,0,0,0,1,0.03,0,0,0,0.01,0
gpu-delay.c,268,58,1,0,209,147,24,478,622,171,1100,5655,0.03,33.33,188500,1.89,10472.22,38,19,68,15,2,18,0.09,1.27,68,3.78,0.07,0
graphics-ffmpeg.c,240,44,0,0,196,110,28,450,563,138,1013,4991,0.02,50,249550,1.66,13863.89,54,27,48,24,4,23,0.12,1.13,48,2.09,0.1,0
graphics-hook.c,864,143,18,0,703,346,38,1444,1800,384,3244,19303,0.01,100,1930300,6.43,107238.89,178,89,193,80,5,85,0.12,1.11,193,2.27,0.1,0
graphics-imports.c,207,8,18,1,181,151,8,294,297,159,591,2995,0.13,7.69,23038.46,1,1279.91,0,0,141,0,0,1,0.01,0,141,141,0,0
graphics-magick.c,71,13,0,0,58,51,13,105,124,64,229,952,0.07,14.29,13600,0.32,755.56,10,5,14,5,1,5,0.09,1,14,2.8,0.07,0
graphics.c,2844,655,27,1,2162,840,34,4803,6146,874,10949,74158,0.01,100,7415800,24.72,411988.89,658,329,591,310,12,318,0.15,1.06,591,1.86,0.11,0
hardware_physmem.c,28,4,14,1,10,4,4,4,6,8,10,20,0.5,2,40,0.01,2.22,0,0,0,0,0,1,0.1,0,0,0,0.04,0
hashswf.c,696,31,51,1,614,296,36,1180,1497,332,2677,15540,0.01,100,1554000,5.18,86333.33,182,91,125,80,18,74,0.12,1.14,125,1.69,0.11,0
hashtable.c,358,67,13,1,278,73,28,652,772,101,1424,6571,0.01,100,657100,2.19,36505.56,56,28,61,22,4,25,0.09,1.27,61,2.44,0.07,0
hashtable_seed.c,279,50,26,1,203,83,24,312,404,107,716,3345,0.02,50,167250,1.12,9291.67,62,31,35,27,3,29,0.14,1.15,35,1.21,0.1,0
ia64.c,113,22,13,1,78,63,27,233,258,90,491,2209,0.02,50,110450,0.74,6136.11,16,8,2,4,1,8,0.1,2,2,0.25,0.07,0
image-file.c,365,57,19,1,289,134,34,671,829,168,1500,7685,0.01,100,768500,2.56,42694.44,88,44,61,39,3,42,0.15,1.13,61,1.45,0.12,0
image-source.c,295,57,1,0,237,157,21,463,589,178,1052,5451,0.03,33.33,181700,1.82,10094.44,44,22,60,22,2,21,0.09,1,60,2.86,0.07,0
index.c,1246,257,241,1,748,193,40,1992,2276,233,4268,23265,0,0,0,7.76,0,188,94,63,78,13,81,0.11,1.21,63,0.78,0.07,0
index_decoder.c,348,75,63,1,210,96,32,482,572,128,1054,5114,0.01,100,511400,1.7,28411.11,76,38,22,33,5,33,0.16,1.15,22,0.67,0.09,0
index_encoder.c,257,55,38,1,164,86,33,349,417,119,766,3660,0.01,100,366000,1.22,20333.33,46,23,18,20,2,21,0.13,1.15,18,0.86,0.08,0
index_hash.c,335,68,55,1,212,84,34,511,603,118,1114,5314,0.01,100,531400,1.77,29522.22,76,38,9,32,2,36,0.17,1.19,9,0.25,0.11,0
inherit1.c,179,0,81,1,98,50,19,185,232,69,417,1765,0.03,33.33,58833.33,0.59,3268.52,6,3,41,0,0,4,0.04,0,41,10.25,0.02,0
inject-helper.c,127,22,0,0,105,95,18,213,234,113,447,2113,0.05,20,42260,0.7,2347.78,18,9,28,8,1,9,0.09,1.13,28,3.11,0.07,0
inject-library.c,150,19,9,0,122,96,21,256,283,117,539,2566,0.04,25,64150,0.86,3563.89,26,13,26,11,0,14,0.11,1.18,26,1.86,0.09,0
invert-audio-polarity.c,51,9,0,0,42,37,20,65,105,57,170,687,0.06,16.67,11450,0.23,636.11,6,3,5,1,0,4,0.1,3,5,1.25,0.08,0
jack-input.c,152,0,38,1,114,71,17,177,237,88,414,1853,0.05,20,37060,0.62,2058.89,20,10,26,10,0,11,0.1,1,26,2.36,0.07,0
jack-wrapper.c,161,3,29,1,129,84,26,235,295,110,530,2491,0.03,33.33,83033.33,0.83,4612.96,38,19,26,15,1,18,0.14,1.27,26,1.44,0.11,0
jim-nvenc-helpers.c,151,26,0,0,125,87,17,197,246,104,443,2057,0.05,20,41140,0.69,2285.56,20,10,45,10,2,8,0.06,1,45,5.63,0.05,0
jim-nvenc.c,947,178,43,0,726,471,30,1809,2182,501,3991,24810,0.02,50,1240500,8.27,68916.67,202,101,156,84,10,92,0.13,1.2,156,1.7,0.1,0
join0.c,69,0,40,1,29,20,10,32,46,30,78,265,0.13,7.69,2038.46,0.09,113.25,0,0,8,0,0,1,0.03,0,8,8,0.01,0
join1.c,80,0,41,1,39,24,14,55,76,38,131,476,0.06,16.67,7933.33,0.16,440.74,4,2,9,0,0,3,0.08,0,9,3,0.04,0
join2.c,71,0,39,1,32,19,13,44,65,32,109,377,0.07,14.29,5385.71,0.13,299.21,4,2,6,0,0,3,0.09,0,6,2,0.04,0
join3.c,77,0,43,1,34,20,13,45,67,33,112,391,0.07,14.29,5585.71,0.13,310.32,4,2,7,0,0,3,0.09,0,7,2.33,0.04,0
json_process.c,387,64,13,1,310,144,31,616,780,175,1396,7210,0.02,50,360500,2.4,20027.78,126,63,107,57,8,56,0.18,1.11,107,1.91,0.14,0
kill1.c,85,0,72,1,13,7,6,7,11,13,18,46,0.33,3.03,139.39,0.02,7.74,0,0,3,0,0,1,0.08,0,3,3,0.01,0
lexer.c,313,55,18,1,240,96,33,478,697,129,1175,5710,0.01,100,571000,1.9,31722.22,152,76,25,57,12,65,0.27,1.33,25,0.38,0.21,0
libnsgif.c,1276,0,452,1,824,212,42,1976,2583,254,4559,25244,0.01,100,2524400,8.41,140244.44,306,153,45,134,26,126,0.15,1.14,45,0.36,0.1,0
limiter-filter.c,217,41,4,0,172,112,23,348,429,135,777,3811,0.03,33.33,127033.33,1.27,7057.41,22,11,33,7,1,11,0.06,1.57,33,3,0.05,0
linux-alsa.c,35,0,16,1,19,13,8,18,21,21,39,118,0.18,5.56,655.56,0.04,36.42,0,0,3,0,0,1,0.05,0,3,3,0.03,0
linux-capture.c,43,0,16,1,27,16,8,23,32,24,55,174,0.17,5.88,1023.53,0.06,56.86,0,0,5,0,0,1,0.04,0,5,5,0.02,0
linux-jack.c,34,0,16,1,18,13,8,18,21,21,39,118,0.18,5.56,655.56,0.04,36.42,0,0,3,0,0,1,0.06,0,3,3,0.03,0
linux-pulseaudio.c,36,0,16,1,20,14,8,22,26,22,48,148,0.16,6.25,925,0.05,51.39,0,0,4,0,0,1,0.05,0,4,4,0.03,0
linux-v4l2.c,34,0,16,1,18,13,8,18,21,21,39,118,0.18,5.56,655.56,0.04,36.42,0,0,3,0,0,1,0.06,0,3,3,0.03,0
load-graphics-offsets.c,238,35,9,0,194,130,22,409,483,152,892,4481,0.03,33.33,149366.67,1.49,8298.15,34,17,64,12,0,18,0.09,1.42,64,3.56,0.08,0
load.c,1112,185,40,1,887,253,38,1781,2243,291,4024,22829,0.01,100,2282900,7.61,126827.78,348,174,190,161,34,139,0.16,1.08,190,1.37,0.13,0
loadfree.c,72,0,56,1,16,10,6,14,17,16,31,85,0.24,4.17,354.17,0.03,19.68,0,0,4,0,0,1,0.06,0,4,4,0.01,0
log.c,230,21,25,1,184,85,27,339,424,112,763,3600,0.02,50,180000,1.2,10000,48,24,25,20,2,23,0.13,1.2,25,1.09,0.1,0
luma-key-filter.c,155,32,0,0,123,87,13,260,312,100,572,2634,0.05,20,52680,0.88,2926.67,8,4,39,4,0,5,0.04,1,39,7.8,0.03,0
lzma2_decoder.c,307,65,53,1,189,96,35,404,510,131,914,4455,0.01,100,445500,1.49,24750,72,36,13,35,6,30,0.16,1.03,13,0.43,0.1,0
lzma2_encoder.c,396,81,72,1,243,122,35,614,692,157,1306,6603,0.01,100,660300,2.2,36683.33,72,36,24,34,7,29,0.12,1.06,24,0.83,0.07,0
lzma_decoder.c,1060,165,211,1,684,248,43,1293,1432,291,2725,15459,0.01,100,1545900,5.15,85883.33,142,71,127,58,9,61,0.09,1.22,127,2.08,0.06,0
lzma_encoder.c,678,135,116,1,427,221,42,1290,1435,263,2725,15184,0.01,100,1518400,5.06,84355.56,130,65,81,51,13,52,0.12,1.27,81,1.56,0.08,0
lzma_encoder_optimum_fast.c,182,31,26,1,125,47,29,317,402,76,719,3113,0.01,100,311300,1.04,17294.44,60,30,9,23,1,30,0.24,1.3,9,0.3,0.16,0
lzma_encoder_optimum_normal.c,871,193,49,1,629,173,39,1946,2097,212,4043,21656,0,0,0,7.22,0,214,107,96,69,13,95,0.15,1.55,96,1.01,0.11,0
lzma_encoder_presets.c,66,10,11,1,45,60,18,129,138,78,267,1163,0.05,20,23260,0.39,1292.22,26,13,0,9,3,11,0.24,1.44,0,0,0.17,0
lz_decoder.c,303,53,74,1,176,87,27,532,583,114,1115,5280,0.01,100,528000,1.76,29333.33,66,33,18,31,5,29,0.16,1.06,18,0.62,0.1,0
lz_encoder.c,585,91,146,1,348,155,41,902,1039,196,1941,10244,0.01,100,1024400,3.41,56911.11,110,55,42,53,7,48,0.14,1.04,42,0.88,0.08,0
lz_encoder_mf.c,756,161,114,1,481,93,30,1023,1197,123,2220,10683,0.01,100,1068300,3.56,59350,134,67,27,46,3,65,0.14,1.46,27,0.42,0.09,0
mac-audio.c,828,171,7,0,650,354,32,1403,1751,386,3154,18784,0.02,50,939200,6.26,52177.78,174,87,152,76,6,81,0.12,1.14,152,1.88,0.1,0
mask-filter.c,250,51,0,0,199,167,22,449,553,189,1002,5252,0.03,33.33,175066.67,1.75,9725.93,12,6,81,5,0,7,0.04,1.2,81,11.57,0.03,0
math-extra.c,135,10,23,1,102,58,18,235,298,76,533,2308,0.03,33.33,76933.33,0.77,4274.07,30,15,28,15,4,12,0.12,1,28,2.33,0.09,0
matrix3.c,147,4,16,1,127,72,17,460,560,89,1020,4578,0.02,50,228900,1.53,12716.67,6,3,44,2,1,3,0.02,1.5,44,14.67,0.02,0
matrix4.c,300,29,16,1,255,103,26,1027,1067,129,2094,10176,0.01,100,1017600,3.39,56533.33,38,19,64,11,4,16,0.06,1.73,64,4,0.05,0
md5.c,297,0,62,1,235,138,24,972,941,162,1913,9732,0.01,100,973200,3.24,54066.67,12,6,138,5,0,7,0.03,1.2,138,19.71,0.02,0
media-remux.c,274,40,16,1,218,113,29,447,547,142,994,4926,0.02,50,246300,1.64,13683.33,58,29,54,27,0,30,0.14,1.07,54,1.8,0.11,0
media.c,776,126,16,1,634,325,38,1527,1867,363,3394,20005,0.01,100,2000500,6.67,111138.89,284,142,134,129,13,126,0.2,1.1,134,1.06,0.16,0
memory.c,71,8,9,1,54,25,11,68,93,36,161,576,0.07,14.29,8228.57,0.19,457.14,10,5,4,5,0,6,0.11,1,4,0.67,0.08,0
misc.c,52,0,35,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0.02,0
monitor-capture.c,249,56,2,0,191,148,21,437,529,169,966,4955,0.03,33.33,165166.67,1.65,9175.93,6,3,53,3,0,4,0.02,1,53,13.25,0.02,0
mpeg.c,748,102,122,1,524,182,43,1471,1774,225,3245,17575,0.01,100,1757500,5.86,97638.89,210,105,166,78,19,85,0.16,1.35,166,1.95,0.11,0
mutex.c,64,0,35,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0.02,0
mutex1.c,70,0,44,1,26,10,9,33,38,19,71,209,0.07,14.29,2985.71,0.07,165.87,0,0,11,0,0,1,0.04,0,11,11,0.01,0
mutex1e.c,80,0,45,1,35,17,9,50,54,26,104,338,0.08,12.5,4225,0.11,234.72,0,0,17,0,0,1,0.03,0,17,17,0.01,0
mutex1n.c,80,0,45,1,35,17,9,50,54,26,104,338,0.08,12.5,4225,0.11,234.72,0,0,17,0,0,1,0.03,0,17,17,0.01,0
mutex1r.c,80,0,45,1,35,17,9,50,54,26,104,338,0.08,12.5,4225,0.11,234.72,0,0,17,0,0,1,0.03,0,17,17,0.01,0
mutex2.c,68,0,42,1,26,10,8,31,35,18,66,190,0.08,12.5,2375,0.06,131.94,0,0,10,0,0,1,0.04,0,10,10,0.01,0
mutex2e.c,68,0,42,1,26,10,8,31,35,18,66,190,0.08,12.5,2375,0.06,131.94,0,0,10,0,0,1,0.04,0,10,10,0.01,0
mutex2r.c,68,0,42,1,26,10,8,31,35,18,66,190,0.08,12.5,2375,0.06,131.94,0,0,10,0,0,1,0.04,0,10,10,0.01,0
mutex3.c,77,0,43,1,34,19,9,43,51,28,94,313,0.1,10,3130,0.1,173.89,0,0,11,0,0,1,0.03,0,11,11,0.01,0
mutex3e.c,77,0,43,1,34,19,9,43,51,28,94,313,0.1,10,3130,0.1,173.89,0,0,11,0,0,1,0.03,0,11,11,0.01,0
mutex3r.c,77,0,43,1,34,19,9,43,51,28,94,313,0.1,10,3130,0.1,173.89,0,0,11,0,0,1,0.03,0,11,11,0.01,0
mutex4.c,111,0,42,1,69,31,11,179,218,42,397,1483,0.03,33.33,49433.33,0.49,2746.3,4,2,58,0,0,3,0.04,0,58,19.33,0.03,0
mutex5.c,69,0,39,1,30,18,9,48,53,27,101,332,0.08,12.5,4150,0.11,230.56,0,0,19,0,0,1,0.03,0,19,19,0.01,0
mutex6.c,95,0,51,1,44,20,10,54,67,30,121,411,0.07,14.29,5871.43,0.14,326.19,0,0,17,0,0,1,0.02,0,17,17,0.01,0
mutex6e.c,111,0,53,1,58,35,10,93,117,45,210,799,0.08,12.5,9987.5,0.27,554.86,0,0,30,0,0,1,0.02,0,30,30,0.01,0
mutex6es.c,96,0,53,1,43,24,10,61,81,34,142,500,0.08,12.5,6250,0.17,347.22,0,0,18,0,0,1,0.02,0,18,18,0.01,0
mutex6n.c,109,0,50,1,59,33,11,85,100,44,185,700,0.07,14.29,10000,0.23,555.56,4,2,26,0,0,3,0.05,0,26,8.67,0.03,0
mutex6r.c,109,0,52,1,57,33,10,93,117,43,210,789,0.07,14.29,11271.43,0.26,626.19,0,0,30,0,0,1,0.02,0,30,30,0.01,0
mutex6rs.c,94,0,52,1,42,22,10,61,81,32,142,492,0.07,14.29,7028.57,0.16,390.48,0,0,18,0,0,1,0.02,0,18,18,0.01,0
mutex6s.c,95,0,51,1,44,20,10,53,65,30,118,401,0.08,12.5,5012.5,0.13,278.47,0,0,16,0,0,1,0.02,0,16,16,0.01,0
mutex7.c,84,0,46,1,38,21,10,49,62,31,111,381,0.09,11.11,4233.33,0.13,235.19,0,0,15,0,0,1,0.03,0,15,15,0.01,0
mutex7e.c,110,0,53,1,57,35,10,89,112,45,201,765,0.08,12.5,9562.5,0.26,531.25,0,0,28,0,0,1,0.02,0,28,28,0.01,0
mutex7n.c,102,0,49,1,53,33,10,76,93,43,169,635,0.09,11.11,7055.56,0.21,391.98,0,0,24,0,0,1,0.02,0,24,24,0.01,0
mutex7r.c,109,0,52,1,57,34,10,93,117,44,210,794,0.07,14.29,11342.86,0.26,630.16,0,0,30,0,0,1,0.02,0,30,30,0.01,0
mutex8.c,84,0,35,1,49,32,13,66,79,45,145,551,0.07,14.29,7871.43,0.18,437.3,0,0,13,0,0,1,0.02,0,13,13,0.01,0
mutex8e.c,105,0,42,1,63,42,13,93,108,55,201,805,0.07,14.29,11500,0.27,638.89,0,0,22,0,0,1,0.02,0,22,22,0.01,0
mutex8n.c,105,0,42,1,63,42,13,93,108,55,201,805,0.07,14.29,11500,0.27,638.89,0,0,22,0,0,1,0.02,0,22,22,0.01,0
mutex8r.c,105,0,42,1,63,42,13,93,108,55,201,805,0.07,14.29,11500,0.27,638.89,0,0,22,0,0,1,0.02,0,22,22,0.01,0
net-if.c,274,36,16,1,222,144,27,430,591,171,1021,5249,0.02,50,262450,1.75,14580.56,68,34,46,26,5,30,0.14,1.31,46,1.53,0.11,0
noise-gate-filter.c,197,31,0,0,166,113,24,374,429,137,803,3950,0.03,33.33,131666.67,1.32,7314.82,16,8,37,5,1,8,0.05,1.6,37,4.63,0.04,0
noise-suppress-filter.c,303,56,33,0,214,122,24,558,690,146,1248,6219,0.02,50,310950,2.07,17275,46,23,45,8,1,23,0.11,2.88,45,1.96,0.08,0
nonportable.c,49,0,35,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0,0,0.02,0
null-audio-monitoring.c,25,4,0,0,21,13,7,27,36,20,63,188,0.14,7.14,1342.86,0.06,74.6,0,0,5,0,0,1,0.05,0,5,5,0.04,0
null-output.c,101,3,16,1,82,49,16,126,172,65,298,1243,0.05,20,24860,0.41,1381.11,8,4,14,4,0,5,0.06,1,14,2.8,0.05,0
obf.c,29,6,0,0,23,16,18,41,52,34,93,327,0.04,25,8175,0.11,454.17,6,3,2,1,0,4,0.17,3,2,0.5,0.14,0
obfuscate.c,42,8,0,0,34,23,19,59,71,42,130,485,0.04,25,12125,0.16,673.61,6,3,5,1,0,4,0.12,3,5,1.25,0.1,0
obs-audio.c,495,79,33,1,383,154,34,914,1084,188,1998,10462,0.01,100,1046200,3.49,58122.22,108,54,66,38,1,54,0.14,1.42,66,1.22,0.11,0
obs-avc.c,277,40,19,1,218,89,32,548,720,121,1268,6081,0.01,100,608100,2.03,33783.33,82,41,37,30,3,39,0.18,1.37,37,0.95,0.14,0
obs-cocoa.c,1329,178,28,2,1123,812,33,2260,2889,845,5149,34700,0.02,50,1735000,11.57,96388.89,916,458,301,449,6,447,0.4,1.02,301,0.67,0.34,0
obs-convenience.c,87,5,16,1,66,61,18,144,179,79,323,1411,0.05,20,28220,0.47,1567.78,12,6,23,5,0,7,0.11,1.2,23,3.29,0.08,0
obs-data.c,2177,415,36,1,1726,439,36,4207,5138,475,9345,57596,0.01,100,5759600,19.2,319977.78,402,201,529,166,28,174,0.1,1.21,529,3.04,0.08,0
obs-display.c,257,48,19,1,190,103,22,429,521,125,950,4586,0.02,50,229300,1.53,12738.89,44,22,55,20,1,22,0.12,1.1,55,2.5,0.09,0
obs-encoder.c,1304,222,36,1,1046,381,36,2512,3186,417,5698,34376,0.01,100,3437600,11.46,190977.78,352,176,269,147,10,167,0.16,1.2,269,1.61,0.13,0
obs-ffmpeg-audio-encoders.c,409,64,21,1,324,215,30,759,934,245,1693,9313,0.02,50,465650,3.1,25869.44,78,39,70,36,2,36,0.11,1.08,70,1.94,0.09,0
obs-ffmpeg-mux.c,900,161,30,1,709,331,39,1590,2055,370,3645,21554,0.01,100,2155400,7.18,119744.44,158,79,229,65,6,73,0.1,1.22,229,3.14,0.08,0
obs-ffmpeg-nvenc.c,557,91,18,1,448,312,31,1125,1270,343,2395,13981,0.02,50,699050,4.66,38836.11,82,41,153,30,5,37,0.08,1.37,153,4.14,0.07,0
obs-ffmpeg-output.c,1276,229,38,1,1009,488,40,2532,3154,528,5686,35646,0.01,100,3564600,11.88,198033.33,296,148,262,121,8,141,0.14,1.22,262,1.86,0.11,0
obs-ffmpeg-source.c,515,71,16,1,428,266,26,955,1118,292,2073,11767,0.02,50,588350,3.92,32686.11,80,40,152,31,2,39,0.09,1.29,152,3.9,0.08,0
obs-ffmpeg-vaapi.c,541,92,18,1,431,294,32,1023,1202,326,2225,12875,0.02,50,643750,4.29,35763.89,80,40,123,31,4,37,0.09,1.29,123,3.32,0.07,0
obs-ffmpeg.c,378,65,4,0,309,178,34,497,649,212,1146,6138,0.02,50,306900,2.05,17050,80,40,70,34,1,39,0.13,1.18,70,1.79,0.1,0
obs-filters.c,59,3,0,0,56,31,8,90,111,39,201,736,0.09,11.11,8177.78,0.25,454.32,0,0,21,0,0,1,0.02,0,21,21,0.02,0
obs-hotkey-name-map.c,413,70,16,1,327,110,36,668,835,146,1503,7490,0.01,100,749000,2.5,41611.11,90,45,60,33,4,40,0.12,1.36,60,1.5,0.1,0
obs-hotkey.c,1615,303,16,1,1296,437,33,3033,3655,470,6688,41149,0.01,100,4114900,13.72,228605.56,302,151,375,137,5,146,0.11,1.1,375,2.57,0.09,0
obs-libfdk.c,327,62,4,0,261,205,27,540,647,232,1187,6465,0.03,33.33,215500,2.15,11972.22,58,29,57,28,2,26,0.1,1.04,57,2.19,0.08,0
obs-module.c,782,125,26,1,631,281,30,1299,1668,311,2967,17029,0.01,100,1702900,5.68,94605.56,184,92,206,79,7,86,0.14,1.16,206,2.4,0.11,0
obs-nix.c,1236,115,41,1,1080,936,41,2281,3039,977,5320,36625,0.02,50,1831250,12.21,101736.11,854,427,199,410,16,407,0.38,1.04,199,0.49,0.33,0
obs-output-delay.c,212,27,18,1,167,94,27,350,460,121,810,3884,0.02,50,194200,1.29,10788.89,44,22,48,18,3,19,0.11,1.22,48,2.53,0.09,0
obs-output.c,2255,401,45,1,1809,617,39,4152,5220,656,9372,60788,0.01,100,6078800,20.26,337711.11,750,375,453,313,42,334,0.18,1.2,453,1.36,0.15,0
obs-outputs.c,47,7,0,0,40,23,8,39,48,31,87,298,0.15,6.67,1986.67,0.1,110.37,0,0,9,0,0,1,0.03,0,9,9,0.02,0
obs-properties.c,1317,207,32,1,1078,271,33,2610,3212,304,5822,33284,0.01,100,3328400,11.09,184911.11,346,173,217,116,14,159,0.15,1.49,217,1.36,0.12,0
obs-qsv11-plugin-main.c,92,0,55,1,37,29,12,53,64,41,117,434,0.09,11.11,4822.22,0.14,267.9,6,3,8,3,1,3,0.08,1,8,2.67,0.03,0
obs-qsv11.c,747,93,80,1,574,351,37,1421,1629,388,3050,18181,0.01,100,1818100,6.06,101005.56,144,72,170,67,20,53,0.09,1.07,170,3.21,0.07,0
obs-scene.c,2928,573,54,1,2301,708,38,5806,6955,746,12761,84410,0.01,100,8441000,28.14,468944.44,734,367,635,282,44,324,0.14,1.3,635,1.96,0.11,0
obs-scripting-logging.c,66,0,16,1,50,38,16,91,113,54,204,813,0.05,20,16260,0.27,903.33,12,6,8,6,2,4,0.08,1,8,2,0.06,0
obs-scripting-lua-frontend.c,317,47,20,1,250,93,21,436,554,114,990,4688,0.02,50,234400,1.56,13022.22,30,15,89,10,0,16,0.06,1.5,89,5.56,0.05,0
obs-scripting-lua-source.c,764,137,21,1,606,193,23,1147,1470,216,2617,14067,0.01,100,1406700,4.69,78150,124,62,206,51,3,60,0.1,1.22,206,3.43,0.08,0
